CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location,X Coordinate,Y Coordinate
LINK-000163,Manhattan,105,3,40.760266,-73.984857,Live,134185,1595 BROADWAY,10019,mn-05-134185,07/18/2016,05/14/2016,Midtown-Midtown South,1076195,1010200046,1012500,WEST 48 STREET,WEST 49 STREET,NW,,"(40.76026604, -73.9848567)",988445.1509759069,216262.50111224875
LINK-022296,Brooklyn,301,33,40.718187,-73.959688,Live,146013,115 NORTH 6 STREET,11249,bk-01-146013,02/01/2018,11/30/2017,North Side-South Side,3062058,3023260027,3055500,BERRY STREET,WYTHE AVENUE,NW,81958,"(40.718187, -73.95968841)",995424.5813843987,200933.9829786159
LINK-012163,Manhattan,111,9,40.800070,-73.946762,Live,100200,1403 5 AVENUE,10029,mn-11-100200,01/25/2017,10/15/2016,East Harlem North,1051634,1016210002,1018400,EAST 115 STREET,EAST 116 STREET,NE,,"(40.80007, -73.946762)",998989.7176878329,230768.54755838588
LINK-018110,Brooklyn,303,36,40.680197,-73.944903,Live,145756,1407 FULTON STREET,11216,bk-03-145756,03/20/2017,03/02/2017,Bedford,3338749,3018540057,3026900,MARCY AVENUE,BROOKLYN AVENUE,MIDBLOCK,81520,"(40.68019738, -73.94490293)",999531.8980745737,187095.47060079873
LINK-010750,Manhattan,102,3,40.730258,-74.006629,Live,123600,1 ST. LUKE'S PLACE,10014,mn-02-123600,01/26/2017,11/13/2016,West Village,1009773,1005830001,1006700,HUDSON STREET,7 AVENUE,NE,,"(40.73025769, -74.00662855)",982412.8643494927,205329.20666367188
LINK-000286,Manhattan,106,2,40.743950,-73.979655,Live,121505,151 EAST 31 STREET,10016,mn-06-121505,05/17/2016,04/23/2016,Murray Hill-Kips Bay,1078756,1008870030,1007200,3 AVENUE,LEXINGTON AVENUE,NW,,"(40.74395034, -73.97965465)",989887.6563828861,210318.45626165718
LINK-012682,Manhattan,105,2,40.739166,-73.991199,Live,135652,119 5 AVENUE,10003,mn-05-135652,04/10/2018,11/14/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016155,1008480001,1005200,EAST 19 STREET,EAST 20 STREET,NE,,"(40.73916604, -73.99119855)",986689.039602114,208574.85157066956
LINK-001609,Manhattan,109,7,40.804959,-73.965902,Live,134377,2868 BROADWAY,10025,mn-09-134377,08/18/2017,07/18/2017,Morningside Heights,1075433,1018837501,1019900,WEST 111 STREET,WEST 112 STREET,MIDBLOCK,,"(40.80495915, -73.9659025)",993689.6977412791,232547.1946926564
LINK-013170,Manhattan,110,9,40.815376,-73.947503,Live,138120,2491 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-138120,11/16/2016,10/26/2016,Central Harlem North-Polo Grounds,1059446,1019590001,1021500,WEST 133 STREET,WEST 134 STREET,NW,,"(40.81537577, -73.94750336)",998781.119438587,236344.85678462312
LINK-003236,Manhattan,103,2,40.728158,-73.988125,Live,107697,121 2 AVENUE,10003,mn-03-107697,12/12/2016,11/12/2016,East Village,1006682,1004630034,1003800,EAST 7 STREET,ST MARKS PLACE,NW,,"(40.72815774, -73.98812504)",987541.3080246927,204564.2830432169
LINK-010755,Manhattan,106,2,40.742234,-73.977895,Live,121442,539 2 AVENUE,10016,mn-06-121442,02/15/2018,10/28/2017,Murray Hill-Kips Bay,1019928,1009107501,1007000,EAST 30 STREET,EAST 29 STREET,SW,,"(40.74223411, -73.97789516)",990375.3653702916,209693.29715538025
LINK-012458,Manhattan,106,2,40.740894,-73.978561,Live,121437,490 2 AVENUE,10016,mn-06-121437,01/23/2019,04/23/2018,Murray Hill-Kips Bay,1082733,1009340001,1006600,EAST 28 STREET,EAST 27 STREET,SE,,"(40.740894, -73.978561)",990190.9771654487,209205.0066529885
LINK-018415,Staten Island,502,50,40.590453,-74.100922,Live,146100,1617 RICHMOND ROAD,10304,si-02-146100,07/19/2018,07/12/2018,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5022895,5008830008,5018100,LIBERTY AVENUE,SEAVIEW AVENUE,MIDBLOCK,81711,"(40.59045311, -74.10092195)",956220.3024299162,154410.55199532956
LINK-021528,Brooklyn,307,38,40.654133,-74.004404,Live,145865,941 4 AVENUE,11232,bk-07-145865,08/23/2017,07/15/2017,Sunset Park West,3010335,3006970010,3008400,36 STREET,37 STREET,SE,81837,"(40.65413323, -74.00440376)",983028.0816939053,177594.7886895314
LINK-000692,Manhattan,105,4,40.759801,-73.970072,Live,136857,660 LEXINGTON AVENUE,10022,mn-05-136857,05/08/2018,12/06/2017,Turtle Bay-East Midtown,1036511,1013100014,1010000,EAST 55 STREET,EAST 56 STREET,NW,,"(40.75980064, -73.97007156)",992541.1386380212,216093.99441006407
LINK-001824,Queens,409,29,40.713983,-73.830838,Live,124172,80-02 KEW GARDENS ROAD,11415,qu-09-124172,11/30/2016,11/05/2016,Kew Gardens,4312089,4033480037,4077300,UNION TURNPIKE,80 ROAD,SE,,"(40.713983, -73.830838)",1031145.5122338828,199445.04708031565
LINK-013920,Manhattan,105,4,40.760474,-73.976099,Live,122871,2 WEST 53 STREET,10019,mn-05-122871,10/20/2017,10/29/2016,Midtown-Midtown South,1034520,1012687502,1010400,5 AVENUE,6 AVENUE,SW,,"(40.76047373, -73.97609914)",990871.2386177354,216338.71006787568
LINK-012443,Manhattan,112,10,40.850248,-73.932926,Live,119814,1456 ST. NICHOLAS AVENUE,10033,mn-12-119814,03/09/2018,12/05/2017,Washington Heights North,1063652,1021540039,1026900,WEST 183 STREET,WEST 182 STREET,MIDBLOCK,,"(40.8502485, -73.93292644)",1002806.295338774,249053.0302380547
LINK-000791,Queens,412,24,40.705143,-73.795897,Live,141540,163-33 JAMAICA AVENUE,11432,qu-12-141540,11/30/2016,08/27/2016,Jamaica,4209572,4097930001,4044601,164 STREET,163 STREET,NW,,"(40.705143, -73.795897)",1040839.4317418919,196245.0145979151
LINK-006873,Queens,406,29,40.720671,-73.842845,Live,145845,108-36 QUEENS BOULEVARD,11375,qu-06-145845,07/18/2017,05/20/2017,Forest Hills,4078003,4032570001,4073700,71 ROAD,72 AVENUE,SE,81699,"(40.72067138, -73.84284541)",1027812.4200182396,201875.6243588291
LINK-011337,Manhattan,111,9,40.800142,-73.944966,Live,120180,25 EAST 116 STREET,10035,mn-11-120180,01/25/2017,10/15/2016,East Harlem North,1089838,1016227501,1018400,MADISON AVENUE,5 AVENUE,NW,,"(40.80014153, -73.94496616)",999486.9057775539,230794.91571096703
LINK-011338,Manhattan,111,8,40.803834,-73.938107,Live,120242,133 EAST 124 STREET,10035,mn-11-120242,04/10/2018,01/27/2018,East Harlem North,1081556,1017730017,1019600,LEXINGTON AVENUE,PARK AVENUE,NW,,"(40.80383351, -73.93810707)",1001384.9922442416,232141.3006500639
LINK-000882,Manhattan,108,5,40.779535,-73.953715,Live,119825,184 EAST 87 STREET,10128,mn-08-119825,03/23/2016,02/26/2016,Upper East Side-Carnegie Hill,1047961,1015157503,1014802,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.779535, -73.953715)",997068.6314650608,223285.84844787046
LINK-010812,Manhattan,105,2,40.742322,-73.985381,Live,138316,51 EAST 26 STREET,10010,mn-05-138316,05/24/2018,03/03/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1016880,1008560024,1005600,PARK AVENUE SOUTH,MADISON AVENUE,NW,,"(40.74232206, -73.98538074)",988301.067153969,209724.90532663837
LINK-012330,Manhattan,104,3,40.767663,-73.989490,Live,136184,826 10 AVENUE,10019,mn-04-136184,11/01/2017,09/23/2017,Clinton,1026807,1010640061,1013900,10 AVENUE,9 AVENUE,SE,,"(40.76766312, -73.98948974)",987161.335767133,218957.31317175925
LINK-000531,Manhattan,105,3,40.759221,-73.988187,Live,122092,724 8 AVENUE,10036,mn-05-122092,04/06/2016,03/12/2016,Midtown-Midtown South,1024718,1010170001,1011900,WEST 45 STREET,WEST 46 STREET,NE,,"(40.75922149, -73.98818717)",987522.5616319586,215881.79540220276
LINK-012484,Manhattan,108,4,40.778795,-73.960116,Live,121051,40 EAST 83 STREET,10028,mn-08-121051,05/17/2018,02/04/2018,Upper East Side-Carnegie Hill,1046768,1014940050,1014200,MADISON AVENUE,PARK AVENUE,SE,,"(40.77879465, -73.96011567)",995296.0887561659,223015.2420722209
LINK-001602,Manhattan,107,6,40.802455,-73.968149,Live,120266,2781 BROADWAY,10025,mn-07-120266,07/01/2016,05/20/2016,Morningside Heights,1057283,1018920045,1019500,WEST 107 STREET,WEST 108 STREET,NW,,"(40.802455, -73.968149)",993068.0988381326,231634.61069370806
LINK-006038,Manhattan,112,7,40.832731,-73.942266,Live,111956,1952 AMSTERDAM AVENUE,10032,mn-12-111956,07/21/2016,07/15/2016,Washington Heights South,1062714,1021150035,1024100,WEST 157 STREET,WEST 156 STREET,SW,,"(40.83273107, -73.94226576)",1000226.7243351651,242668.93496001512
LINK-018153,Queens,402,26,40.741506,-73.906524,Live,145744,58-28 QUEENS BOULEVARD,11377,qu-02-145744,06/26/2017,02/25/2017,Woodside,4454475,4023137501,4024500,59 STREET,58 STREET,SW,81561,"(40.741506, -73.906524)",1010152.960986013,209441.07134999335
LINK-001486,Manhattan,107,6,40.790235,-73.974793,Live,133633,2420 BROADWAY,10024,mn-07-133633,10/25/2017,09/10/2017,Upper West Side,1033308,1012370017,1017500,WEST 89 STREET,WEST 90 STREET,NE,,"(40.790235, -73.974793)",991229.9574706252,227181.84107857198
LINK-005775,Brooklyn,306,39,40.676134,-73.971836,Live,145994,342 FLATBUSH AVENUE,11217,bk-06-145994,02/21/2018,11/10/2017,Park Slope-Gowanus,3024375,3010580033,3015900,STERLING PLACE,8 AVENUE,SW,81429,"(40.67613405, -73.97183554)",992062.2603068416,185611.53257014975
LINK-018067,Brooklyn,302,35,40.683591,-73.967093,Live,145747,907 FULTON STREET,11238,bk-02-145747,05/01/2017,02/27/2017,Clinton Hill,3056600,3019760018,3019900,CLINTON AVENUE,VANDERBILT AVENUE,NW,81480,"(40.683591, -73.967093)",993376.7258042168,188328.7727461867
LINK-000969,Manhattan,107,6,40.783373,-73.980123,Live,133397,2206 BROADWAY,10024,mn-07-133397,01/03/2018,09/10/2017,Upper West Side,1079386,1011700012,1016700,WEST 78 STREET,WEST 79 STREET,S,,"(40.783373, -73.980123)",989754.6183696768,224681.39996310696
LINK-001087,Brooklyn,317,40,40.651027,-73.946513,Live,126297,3301 CHURCH AVENUE,11203,bk-17-126297,10/30/2017,06/27/2017,Erasmus,3108643,3048700041,3081800,NEW YORK AVENUE,EAST 34 STREET,NE,,"(40.65102676, -73.94651287)",999091.849359011,176467.5163075775
LINK-000087,Bronx,205,14,40.862086,-73.899521,Live,119570,100 EAST 188 STREET,10468,bx-05-119570,07/20/2017,05/10/2017,Fordham South,2013908,2031730029,2023703,EAST FORDHAM ROAD,MORRIS STREET,SE,,"(40.86208577, -73.89952057)",1012043.2755917568,253374.63811275363
LINK-010861,Manhattan,106,5,40.757701,-73.963213,Live,121692,1026 1 AVENUE,10022,mn-06-121692,03/06/2018,10/25/2017,Turtle Bay-East Midtown,1040466,1013680001,1010601,EAST 56 STREET,EAST 57 STREET,NE,,"(40.75770122, -73.96321332)",994441.412395236,215329.83068380505
LINK-014173,Manhattan,107,7,40.799472,-73.963183,Live,107744,105 WEST 106 STREET,10025,mn-07-107744,05/31/2018,01/26/2018,Morningside Heights,1055966,1018610029,1019300,COLUMBUS AVENUE,AMSTERDAM AVENUE,NW,,"(40.79947246, -73.9631832)",994443.3605113619,230548.5058688484
LINK-013522,Queens,406,29,40.720017,-73.844787,Live,124230,106-20 71 AVENUE,11375,qu-06-124230,03/09/2017,02/25/2017,Forest Hills,4077914,4032550012,4073700,AUSTIN STREET,BURNS STREET,SE,,"(40.720017, -73.844787)",1027274.6445584575,201636.2544059381
LINK-000774,Manhattan,101,1,40.706242,-74.006244,Live,123076,110 MAIDEN LANE,10005,mn-01-123076,02/09/2018,11/04/2017,Battery Park City-Lower Manhattan,1000880,1000390012,1000700,WATER STREET,PEARL STREET,SW,,"(40.70624185, -74.00624351)",982518.9564662462,196579.4931290783
LINK-001364,Bronx,205,14,40.853028,-73.905076,Live,111577,111 EAST BURNSIDE AVENUE,10453,bx-05-111577,06/13/2017,04/15/2017,Mount Hope,2013846,2031690059,2024100,CRESTON AVENUE,MORRIS AVENUE,NW,,"(40.853028, -73.905076)",1010510.1836099816,250072.83198542893
LINK-021398,Queens,409,32,40.697902,-73.835657,Live,145889,112-25 JAMAICA AVENUE,11418,qu-09-145889,08/09/2017,07/22/2017,Richmond Hill,4192701,4092260086,4013000,113 STREET,112 STREET,MIDBLOCK,81802,"(40.69790215, -73.83565709)",1029820.5453413766,193583.77781730518
LINK-006882,Queens,406,29,40.717212,-73.835496,Live,145790,113-14 QUEENS BOULEVARD,11375,qu-06-145790,03/28/2017,03/11/2017,Forest Hills,4079813,4033400024,4076901,76 ROAD,76 AVENUE,SW,81454,"(40.71721235, -73.83549622)",1029851.940878568,200619.1361868456
LINK-012326,Manhattan,108,4,40.762147,-73.963354,Live,137966,1165 2 AVENUE,10065,mn-08-137966,02/22/2018,10/28/2017,Lenox Hill-Roosevelt Island,1043796,1014160024,1011000,EAST 61 STREET,EAST 62 STREET,MIDBLOCK,,"(40.76214654, -73.96335362)",994401.8660180285,216949.38986099884
LINK-001111,Queens,409,29,40.699754,-73.831609,Live,135034,118-04 JAMAICA AVENUE,11418,qu-09-135034,09/25/2017,05/12/2017,Richmond Hill,4195911,4093280001,4012200,118 STREET,MYRTLE AVENUE,SW,,"(40.69975447, -73.83160899)",1030941.7418615994,194260.76360394433
LINK-012818,Manhattan,104,3,40.740772,-73.998204,Live,138190,120 7 AVENUE,10011,mn-04-138190,03/20/2018,11/11/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1086067,1007677503,1008100,WEST 18 STREET,WEST 17 STREET,MIDBLOCK,,"(40.74077246, -73.9982041)",984747.664091625,209160.0038620457
LINK-004818,Manhattan,109,7,40.810378,-73.958321,Live,142953,1253 AMSTERDAM AVENUE,10027,mn-09-142953,09/28/2016,08/05/2016,Morningside Heights,1087900,1019630060,1020701,WEST 122 STREET,WEST 121 STREET,SE,,"(40.810378, -73.958321)",995787.6531175143,234522.38125541434
LINK-000634,Manhattan,106,2,40.743229,-73.981797,Live,136968,129 EAST 29 STREET,10016,mn-06-136968,05/08/2017,01/28/2017,Murray Hill-Kips Bay,1018253,1008850029,1007200,LEXINGTON AVENUE,3 AVENUE,NE,,"(40.743229, -73.981797)",989294.07004187,210055.51848786697
LINK-000697,Manhattan,105,4,40.761731,-73.968802,Live,121900,133 EAST 58 STREET,10022,mn-05-121900,06/07/2017,11/23/2016,Turtle Bay-East Midtown,1037166,1013130014,1011203,LEXINGTON AVENUE,PARK AVENUE,NW,,"(40.76173086, -73.96880182)",992892.6469012358,216797.35952256992
LINK-001792,Bronx,204,8,40.818942,-73.928370,Live,119146,135 EAST 149 STREET,10451,bx-04-119146,06/15/2016,05/12/2016,West Concourse,2001114,2023520053,2006300,WALTON AVENUE,GERARD AVENUE,NW,,"(40.818942, -73.92837)",1004076.1880319045,237647.91458568722
LINK-000146,Manhattan,105,3,40.752339,-73.987574,Live,122057,1375 BROADWAY,10018,mn-05-122057,12/02/2016,06/04/2016,Midtown-Midtown South,1015254,1008130016,1010900,WEST 37 STREET,WEST 38 STREET,SW,,"(40.75233922, -73.98757374)",987692.8586100875,213374.38417545334
LINK-000858,Manhattan,108,4,40.774207,-73.957499,Live,121016,1388 3 AVENUE,10075,mn-08-121016,03/30/2016,03/02/2016,Upper East Side-Carnegie Hill,1043252,1014130040,1014000,EAST 79 STREET,EAST 78 STREET,SW,,"(40.774207, -73.957499)",996021.5945219526,221344.1478387937
LINK-012768,Manhattan,112,10,40.848444,-73.934241,Live,135041,1398 ST. NICHOLAS AVENUE,10033,mn-12-135041,03/01/2018,12/06/2017,Washington Heights South,1063625,1021530036,1026100,WEST 180 STREET,WEST 179 STREET,SE,,"(40.84844385, -73.934241)",1002443.1082282151,248395.25219049305
LINK-005209,Manhattan,109,9,40.815800,-73.954364,Live,142532,1421 AMSTERDAM AVENUE,10027,mn-09-142532,09/22/2017,06/20/2017,Manhattanville,1059623,1019700001,1021303,WEST 130 STREET,WEST 131 STREET,NE,,"(40.8157996, -73.95436371)",996882.087828625,236498.20956703275
LINK-018111,Brooklyn,303,36,40.680059,-73.942260,Live,145757,1473 FULTON STREET,11216,bk-03-145757,03/24/2017,03/02/2017,Bedford,3338750,3018570024,3026900,TOMPKINS AVENUE,KINGSTON AVENUE,NE,81521,"(40.680059, -73.94226)",1000264.9826493927,187045.52692260593
LINK-000868,Manhattan,108,5,40.777561,-73.954752,Live,121021,1495 3 AVENUE,10028,mn-08-121021,04/15/2016,02/26/2016,Yorkville,1048724,1015300001,1014601,EAST 84 STREET,EAST 85 STREET,NE,,"(40.777561, -73.954752)",996781.8058220786,222566.50366672128
LINK-013724,Manhattan,106,4,40.749605,-73.975534,Live,121529,155 EAST 40 STREET,10017,mn-06-121529,12/05/2016,11/13/2016,Murray Hill-Kips Bay,1036148,1012950033,1008000,3 AVENUE,LEXINGTON AVENUE,NW,,"(40.74960493, -73.9755338)",991028.9603618773,212378.8966020532
LINK-000785,Queens,412,27,40.703352,-73.799923,Live,141549,159-02 JAMAICA AVENUE,11433,qu-12-141549,09/23/2016,08/18/2016,Jamaica,4215612,4101000001,4044601,PARSONS BOULEVARD,160 STREET,SE,,"(40.703352, -73.799923)",1039724.678597175,195589.92616064101
LINK-000799,Queens,412,27,40.703928,-73.798470,Live,141542,160-12 JAMAICA AVENUE,11433,qu-12-141542,02/03/2017,12/20/2016,Jamaica,4215614,4101010003,4044601,161 STREET,UNION HALL STREET,MIDBLOCK,,"(40.7039284, -73.79847028)",1040126.9855565972,195800.84870184585
LINK-000166,Manhattan,105,3,40.760718,-73.984634,Live,134155,1609 BROADWAY,10019,mn-05-134155,07/19/2016,05/26/2016,Midtown-Midtown South,1076195,1010200046,1012500,WEST 49 STREET,WEST 48 STREET,NW,,"(40.7607176, -73.98463363)",988506.9192354454,216427.02997676283
LINK-013700,Manhattan,106,4,40.751182,-73.975188,Live,121368,163 EAST 42 STREET,10017,mn-06-121368,06/21/2017,04/01/2017,Turtle Bay-East Midtown,1036161,1012970033,1009200,3 AVENUE,LEXINGTON AVENUE,NW,,"(40.75118164, -73.97518778)",991124.6709671692,212953.3698246032
LINK-000230,Manhattan,106,2,40.734473,-73.986175,Live,133339,165 3 AVENUE,10003,mn-06-133339,01/19/2016,01/08/2016,Gramercy,1019531,1008970035,1004800,EAST 15 STREET,EAST 16 STREET,NE,,"(40.73447281, -73.98617513)",988081.3892034002,206865.1396873705
LINK-013234,Manhattan,110,9,40.808793,-73.948125,Live,120049,166 WEST 125 STREET,10027,mn-10-120049,01/09/2017,11/14/2016,Central Harlem South,1057837,1019090063,1022200,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,SE,,"(40.80879309, -73.94812464)",998610.5688530548,233946.44960095733
LINK-018120,Brooklyn,303,36,40.679381,-73.929834,Live,145816,1741 FULTON STREET,11233,bk-03-145816,09/27/2017,03/19/2017,Crown Heights North,3325182,3016910012,3029700,UTICA AVENUE,STUYVESANT AVENUE,NW,81530,"(40.679381, -73.929834)",1003711.7017364298,186801.0283031389
LINK-004812,Manhattan,107,7,40.801050,-73.964939,Installed,102695,175 WEST 107 STREET,10025,mn-07-102695,,04/03/2018,Morningside Heights,1055983,1018620001,1019300,AMSTERDAM AVENUE,COLUMBUS AVENUE,NE,,"(40.80104973, -73.96493891)",993957.0322008398,231122.96102575585
LINK-008695,Manhattan,105,3,40.745968,-73.994039,Live,123662,179 WEST 26 STREET,10001,mn-05-123662,01/18/2017,11/23/2016,Midtown-Midtown South,1015029,1008020001,1009500,7 AVENUE,6 AVENUE,NE,,"(40.74596848, -73.99403913)",985901.695306982,211053.13064448535
LINK-000887,Manhattan,108,5,40.781503,-73.952279,Live,119821,181 EAST 90 STREET,10128,mn-08-119821,03/23/2016,02/26/2016,Upper East Side-Carnegie Hill,1048263,1015197501,1014802,3 AVENUE,LEXINGTON AVENUE,NW,,"(40.781503, -73.952279)",997465.9410381195,224003.07077934965
LINK-018179,Manhattan,109,7,40.829389,-73.944704,Live,145960,1850 AMSTERDAM AVENUE,10031,mn-09-145960,01/12/2018,10/07/2017,Hamilton Heights,1062192,1020830033,1023700,WEST 151 STREET,WEST 152 STREET,MIDBLOCK,81587,"(40.82938949, -73.94470427)",999552.6871129634,241451.03922140598
LINK-018177,Manhattan,109,7,40.830746,-73.943446,Live,146042,1895 AMSTERDAM AVENUE,10032,mn-09-146042,04/26/2018,12/06/2017,Hamilton Heights,1081827,1020680042,1023501,WEST 153 STREET,WEST 154 STREET,SE,81586,"(40.83074624, -73.94344594)",999900.6015134931,241945.57533457875
LINK-000342,Manhattan,106,4,40.757113,-73.970088,Live,137315,190 EAST 52 STREET,10022,mn-06-137315,02/05/2019,03/10/2018,Turtle Bay-East Midtown,1036462,1013060033,1010000,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.75711322, -73.97008839)",992536.8105238619,215114.87799571827
LINK-003226,Manhattan,103,2,40.731080,-73.985739,Live,138575,192 2 AVENUE,10003,mn-03-138575,09/19/2016,07/08/2016,East Village,1082514,1004540001,1004000,EAST 12 STREET,EAST 13 STREET,NE,,"(40.73108, -73.985739)",988202.4583985764,205629.05209831893
LINK-006037,Manhattan,112,7,40.832283,-73.942327,Live,120463,1941 AMSTERDAM AVENUE,10032,mn-12-120463,07/20/2016,07/13/2016,Washington Heights South,1062490,1021070059,1023900,WEST 156 STREET,WEST 157 STREET,NE,,"(40.832283, -73.942327)",1000209.8849495467,242505.67539496347
LINK-000851,Manhattan,108,4,40.772376,-73.958959,Live,120999,198 EAST 76 STREET,10021,mn-08-120999,03/24/2016,03/05/2016,Upper East Side-Carnegie Hill,1043151,1014100040,1012800,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.77237577, -73.95895916)",995617.4834419292,220676.77669578046
LINK-000269,Manhattan,106,2,40.740246,-73.982383,Live,138462,199 EAST 25 STREET,10010,mn-06-138462,05/17/2016,04/23/2016,Gramercy,1018109,1008810040,1006800,3 AVENUE,LEXINGTON AVENUE,NW,,"(40.740246, -73.982383)",989131.907411423,208968.68359056488
LINK-019312,Bronx,205,14,40.846434,-73.912958,Live,146094,2 CLIFFORD PLACE,10453,bx-05-146094,07/13/2018,06/20/2018,Mount Hope,2008155,2028480016,2022701,JEROME AVENUE,TOWSEND AVENUE,SE,82391,"(40.846434, -73.912958)",1008332.0611976283,247668.12374623492
LINK-021914,Brooklyn,305,37,40.691021,-73.868095,Live,126737,2 ELDERT LANE,11208,bk-05-126737,03/28/2018,09/23/2017,Cypress Hills-City Line,3091371,3041120056,3118202,JAMAICA AVENUE,87 AVENUE,SW,,"(40.69102143, -73.86809486)",1020829.6783515494,191061.72184723616
LINK-003308,Manhattan,105,3,40.758022,-73.985832,Live,133536,200 WEST 45 STREET,10036,mn-05-133536,05/16/2018,11/14/2017,Midtown-Midtown South,1024714,1010160036,1011900,7 AVENUE,8 AVENUE,SW,,"(40.758022, -73.985832)",988175.0956885283,215444.8787727207
LINK-000934,Manhattan,107,6,40.775795,-73.982350,Live,134469,2001 BROADWAY,10023,mn-07-134469,08/03/2017,06/30/2017,Lincoln Square,1028950,1011407501,1015300,WEST 68 STREET,WEST 69 STREET,NW,,"(40.77579496, -73.98235021)",989138.3843596422,221920.33171809092
LINK-000827,Manhattan,108,4,40.764654,-73.964076,Live,121750,201 EAST 64 STREET,10065,mn-08-121750,08/03/2017,06/30/2017,Lenox Hill-Roosevelt Island,1076307,1014197502,1011800,3 AVENUE,2 AVENUE,NE,,"(40.76465351, -73.96407554)",994201.5034776854,217862.67865620553
LINK-012938,Brooklyn,301,34,40.708922,-73.943390,Live,126673,202 GRAHAM AVENUE,11206,bk-01-126673,05/23/2017,04/28/2017,Bushwick South,3344974,3030260001,3049300,SCHOLES STREET,STAGG STREET,NE,,"(40.70892202, -73.94338965)",999944.8629239579,197560.96949449182
LINK-002347,Brooklyn,316,41,40.678354,-73.911008,Live,126635,2057 FULTON STREET,11233,bk-16-126635,12/09/2016,11/11/2016,Ocean Hill,3041999,3015410001,3037100,ROCKAWAY AVENUE,THOMAS BOYLAND STREET,NW,,"(40.678354, -73.911008)",1008933.7830279667,186431.60657608882
LINK-003916,Manhattan,107,6,40.778381,-73.981665,Live,133413,2096 BROADWAY,10023,mn-07-133413,02/27/2017,01/27/2017,Lincoln Square,1029904,1011430064,1015700,WEST 72 STREET,WEST 71 STREET,SE,,"(40.778381, -73.981665)",989327.966735117,222862.5521252565
LINK-013527,Queens,401,22,40.765160,-73.931428,Live,125170,21-01 BROADWAY,11106,qu-01-125170,05/17/2017,03/25/2017,Astoria,4006385,4005540015,4007700,21 STREET,23 STREET,NE,,"(40.76516019, -73.93142777)",1003245.1788669982,218052.67313508317
LINK-008229,Manhattan,103,1,40.721425,-73.993454,Live,100726,211 BOWERY,10002,mn-03-100726,08/19/2016,07/22/2016,Chinatown,1005683,1004250014,1001800,RIVINGTON STREET,SPRING STREET,SE,,"(40.721425, -73.993454)",986064.4969845067,202111.18230996653
LINK-001504,Manhattan,107,6,40.794462,-73.971573,Live,100260,214 WEST 96 STREET,10025,mn-07-100260,11/23/2016,11/04/2016,Upper West Side,1033707,1012430042,1018300,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.79446154, -73.97157309)",992121.0685800457,228721.9884094447
LINK-001484,Manhattan,107,6,40.790053,-73.974767,Live,133391,216 WEST 89 STREET,10024,mn-07-133391,10/25/2016,06/24/2016,Upper West Side,1033301,1012360044,1017500,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.790053, -73.974767)",991237.1761147137,227115.53429291397
LINK-006026,Manhattan,111,8,40.799505,-73.939036,Live,107943,2166 3 AVENUE,10035,mn-11-107943,06/15/2016,05/27/2016,East Harlem North,1081471,1017670033,1018200,EAST 118 STREET,EAST 119 STREET,NW,,"(40.79950465, -73.9390355)",1001129.0550650004,230563.965299882
LINK-010216,Manhattan,110,9,40.807326,-73.952789,Live,102771,218 ST. NICHOLAS AVENUE,10027,mn-10-102771,11/07/2016,10/03/2016,Central Harlem South,1058485,1019260061,1022000,WEST 121 STREET,WEST 120 STREET,SE,,"(40.80732567, -73.95278868)",997319.7187634447,233411.08632913232
LINK-000256,Manhattan,106,2,40.736332,-73.985123,Live,133525,220 3 AVENUE,10003,mn-06-133525,04/27/2016,04/16/2016,Gramercy,1088759,1008747504,1005000,EAST 18 STREET,EAST 19 STREET,SW,,"(40.73633169, -73.98512348)",988372.7257826544,207542.43589541316
LINK-000989,Manhattan,107,6,40.786207,-73.977698,Live,136212,222 WEST 83 STREET,10024,mn-07-136212,04/27/2016,03/29/2016,Upper West Side,1032769,1012300043,1017100,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.786207, -73.977698)",990425.9205813506,225714.0844527334
LINK-014438,Manhattan,103,2,40.732747,-73.986107,Live,123803,226 EAST 14 STREET,10003,mn-03-123803,10/28/2016,10/16/2016,East Village,1006902,1004690021,1004000,3 AVENUE,2 AVENUE,MIDBLOCK,,"(40.73274736, -73.98610741)",988100.256650514,206236.50709751993
